"0","1000","2000","3000","4000","5000","6000","7000","8000","9000","10000","11000","12000","13000","14000","15000","16000","17000","18000","19000","20000","21000","22000","23000","24000","25000","26000","27000","28000","29000","30000","31000","32000","33000","34000","35000","36000","37000","38000","39000","40000","41000","42000","43000","44000","45000","46000","47000","48000","49000","50000","51000","52000","53000","54000","55000","56000","57000","58000","59000","60000","61000","62000","63000","64000","65000","66000","67000","68000","69000","70000","71000","72000","73000","74000","75000","76000","77000","78000","79000","80000","81000","82000","83000","84000","85000","86000","87000","88000","89000","90000","91000","92000","93000","94000","95000","96000","97000","98000","99000","100000","101000","102000","103000","104000","105000","106000","107000","108000","109000","110000","111000","112000","113000","114000","115000","116000","117000","118000","119000","120000","121000","122000","123000","124000","125000","126000","127000","128000","129000","130000","131000","132000","133000","134000","135000","136000","137000","138000","139000","140000","141000","142000","143000","144000","145000","146000","147000","148000","149000","150000","151000","152000","153000","154000","155000","156000","157000","158000","159000","160000","161000","162000","163000","164000","165000","166000","167000","168000","169000","170000","171000","172000","173000","174000","175000","176000","177000","178000","179000","180000","181000","182000","183000","184000","185000","186000","187000","188000","189000","190000","191000","192000","193000","194000","195000","196000","197000","198000","199000","200000","201000","202000","203000","204000","205000","206000","207000","208000","209000","210000","211000","212000","213000","214000","215000","216000","217000","218000","219000","220000","221000","222000","223000","224000","225000","226000","227000","228000","229000","230000","231000","232000","233000","234000","235000","236000","237000","238000","239000","240000","241000","242000","243000","244000","245000","246000","247000","248000","249000","250000","251000","252000","253000","254000","255000","256000","257000","258000","259000","260000","261000","262000","263000","264000","265000","266000","267000","268000","269000","270000","271000","272000","273000","274000","275000","276000","277000","278000","279000","280000","281000","282000","283000","284000","285000","286000","287000","288000","289000","290000","291000","292000","293000","294000","295000","296000","297000","298000","299000","300000","301000","302000","303000","304000","305000","306000","307000","308000","309000","310000","311000","312000","313000","314000","315000","316000","317000","318000","319000","320000","321000","322000","323000","324000","325000","326000","327000","328000","329000","330000","331000","332000","333000","334000","335000","336000","337000","338000","339000","340000","341000","342000","343000","344000","345000","346000","347000","348000","349000","350000","351000","352000","353000","354000","355000","356000","357000","358000","359000","360000","361000","362000","363000","364000","365000","366000","367000","368000","369000","370000","371000","372000","373000","374000","375000","376000","377000","378000","379000","380000","381000","382000","383000","384000","385000","386000","387000","388000","389000","390000","391000","392000","393000","394000","395000","396000","397000","398000","399000","400000","401000","402000","403000","404000","405000","406000","407000","408000","409000","410000","411000","412000","413000","414000","415000","416000","417000","418000","419000","420000","421000","422000","423000","424000","425000","426000","427000","428000","429000","430000","431000","432000","433000","434000","435000","436000","437000","438000","439000","440000","441000","442000","443000","444000","445000","446000","447000","448000"
"pee                           ","Le the prate the prate the pra","Rericanted the presertion of t","Wher the some the prost the so","Ze of the prospers of the pros","ut the power of the power of t","The same the property of the p","Zead to the sovereignty of the","Jestitutions of the Union is a",") and the same provincial powe","justice of the United States a","Jefferson are the present the ","V States are almost all the co","! The population of the United","1831, vol. i. p. 200, 1787, vo","3, the constitution of the Uni","2, the people with the people ","ut the provinces of the United","Democratic country is a single","; and the people is not the co","When the provincial institutio","30, the power of the people is","! The consequence of the Unite","s of the United States are not","6,000 from the present day the","7, and the sovereignty of the ","pon the same people with the p","Kenturies of the people which ","general power is the same peop","The American Union are not alw","3, and the contrary to the con","Of The Democracy Of The Federa","831, which the people which th","be expended to the contrary to","ut the power of the United Sta","5, and the principles of the c",": and the proper state of the ","Massachusetts the means of exe","which the provinces of the Uni","the continent of the State was","% of the people is a means of ","2, the people which is the con","North America as the same peop","He has no less to the same tim","Government is the same period ","re the present day the propens","﻿tic condition of the United S",") the same people in the Unite","000 square miles of the Union ","Republic The United States whi","Constitution of the United Sta","l the provinces of the United ","2, 1831, and the principal obj","""The country of the Union and ","--The principle of the people ","House of Representatives of th","In the United States is the co","000,000 fr. The manners of the","830, the State of Massachusett","European settlement of the peo","d to the same people to the sa","? In the United States the mos","*d The States which they are n","'s ""Commentaries,"" p. 308.]

[","g the same people. It is the s","and the principal of the State","--The provinces of the United ","s of the people which is the s","]

The townships and the prese","Massachusetts, vol. i. p. 455.","831, the present day it is the","Virginia, and the power of the","Constitution of the United Sta","90, but the principles of the ","]

The Americans have all the ","
the same people is not always","Americans of the Union was dis","e the proportion of the Union ","! the provincial principles of","5, and the propensities of the","States the same people is the ","States the principle of the pe","judges the social condition of","the property of the people is ","500 to the same people which i",". The present day it is not th","on of the United States are th","6, where the principles of the","///llarge of the State of New ","Government which is the consti","ke the provincial governments ","ut the provincial governments ","But in the United States are t","Government of the United State","*a or destruction of the peopl","be admitted that the power of ","90 to 1,800 for man which they","[Footnote h: See the United St","; and the prosperity of the pe","
the constitution of the count","quences of the Union was not a","ment of the United States the ","! The same remarks in the Unit","very citizen is the same count","Of The Democratic Republic In ","e of the United States are not","Representatives of the Union a","litical institutions of the Un","ve and the constitution of the","the constitution of the Union ","When the Americans have no cou","Representatives of the Union a","Massachusetts the most powerfu","in the same country in the Uni","Europe are the proportion of t","9, and the same time to the sa","Quakers who are the same time ","in the United States the princ","What is the same power of the ","1831, the State of Massachuset","judges of the State of New Yor","xercise of the people which th","Q. If the people is the same i","2, the present day it is to be","Quakers who are to be met with","he present day, the power of t","y are not sure to provide a so",": It is the same period that t","﻿The States which are the same","50, in order to acquire its ow",", and the principal object of ","3, the principal object of the","which the produce of the princ","000,000 of men who are the sam","the constitution of the Union ","4, 1830, and the same principl","Massachusetts, vol. i. p. 336.","zens to the same powerful and ","judge of the country is a sing","Constitution of the United Sta","Americans of the United States","But the provinces of the Union","Government of the Union is a c","Quakers who are the constituti","ut the principle of the contin","ve a society of the people is ","; and the present day, the peo","Congress carefully adopted in ","n the sovereignty of the Union","? The population of the United","650, as it were, and the same ","31, which is the same results ","North America the constitution","quently acquainted with the pr","Virginia elective system in th","House of Representatives in th","--The Americans have no countr","When the Americans have always","31, the same persons who are i","n the same people in the cours","500 the Americans of the Union","n the most powerful influence ","Virginia, who are the same ind","When the Americans have always","30.]

[Footnote c: It may be c","#815]

The present day it is t","[Footnote c: It is impossible ","Zealous of the country to the ","s of the Union was destroyed t","% of the country which they ar","House of Representatives were ","re the same country in the Uni","But the provincial government ","833.]

[Footnote g: See the St","which the provincial and more ","; and the same people which is","Project Gutenberg-tm electroni","789 was the constitutional gov","Democracy In America the laws ",": the State of New York has no","The consequence of the people ","! The same time the present ti","But the principle of the prosp","United States are the cause of","York and the same time the pro","; and they are all the princip","Quakers are the source of the ","be allowed to subsist at the p","--The produce of the press in ","power in the United States the","90. The Americans of the Unite","% of the contrary, and the pro","500 members are almost all the",") the Americans have always be","vernment which is not the same","Kentucky, and the same individ","le to the sovereignty of the U","Democracy in America the conse","Footnote c: If an aristocracy ","[Footnote b: The same country ","be foreseen that the present t","30. The Americans have already","﻿The States of the United Stat","! The same state of things whi","[Footnote i: The American Unio","30, when it is almost all the ","Democracy in the United States","*a

[Footnote g: See the State","30. The Americans have always ","Judicial power of the United S","[Footnote a: The consequence o","$500 to guide the constitution","Of The American Democracy 
The","650, in the United States the ","States the power of the Union ","Government of the United State","Constitution of the Union are ","le to the sovereign power of t","Massachusetts, vol. i. p. 539.","Massachusetts the same people,","@pglafor upon the country whic","30.]

[Footnote g: See Appendi","quently and the same people is","[Footnote c: It was the sole i","European country the consequen","I have already observed that t","York, contributions of the peo","4, 1821, Laws of Massachusetts","% of the same classes of the p","he proportion of the political","650, indeed, and the provinces","xtention of the people and the","York and the same result from ","When the Americans have been d","he present day it is not alway","House of Representatives which","ke a powerful source of the pr","'s Note.]

The principle of th","You may be added that the pres","New England is the control of ","e of the press is not always t","Constitution of the United Sta","and the power of the people is","75, the people which is the co","Quaces in the proper sum layin","Of The President 
When the pro","Government which is the most p","1833, ""Laws of the Union and t","the provincial government of t","quently in the United States i","y of the country is a man with","Zealous of the people which is","ce of the people are not the s","America the power of the peopl","""The States of the Union is a ","he present day, the power of t","When the American constitution","North America were all the peo","Footnote v: The principle of t","I have already observed that t","(See the Americans have always","Americans have been supposed t","d the principle of the princip","Kent of New York. The members ","Government is already observed","In the United States the commo","the constitutional propensitie","s of the people and the conseq","ates the same propensities of ","y the same people in the Unite","European consequences of the U","North America is the same prop",") the same result of the count","States are the contrary times ","#815]




Chapter XVIII: Futur","States were the constitution o","In the United States the conse","Laws of Massachusetts, vol. i.","ons of the United States are t","ates the power of the people i","/pposition to the same people ","King is the same power of the ","f the people which is the most","! The present day the principa"," the same people in the United","very consequence of the people","very contrary, the constitutio","﻿The Americans have all the pe","In the United States the const","y are not to be more especiall","European nations are the compe","in the same power of the peopl","United States is the same peop","and the same people and the sa","berty of the principle of the ","English and the power of the p","5,243 inhabitants to the same ","y the same country is a secret","Massachusetts the constitution","00 to 1833.--Trans. It is the ","on of the Union is a single in","the constitution of the United","000,000 acressed to the same p","re the present day is always b","﻿The Majority In The United St","@pglatic press is not the same","4,000 fr. [This cause is not a","President of the United States","I have already observed that t","perity of the people which is ","[Footnote b: The same space of","830, and the present the prese","Virginia and the provincial go"," the same people is a single i","
the prodigious influence of t","which the property of the Unio","I have already observed that t","the present day it is evident ","[Footnote b: The same causes w","perior to the property of the ","quences of the people are not ","--The property of the people i","in the same position of the pe","Constitution of the United Sta","Footnote a: [The next to the s","831, inhabitants of the Union ","Government of the United State","he constitution of the United ","Zealous of the United States a","? It may be considered as a pr","judge of the people are the pr","]

[Footnote j: The present da","Of The American Democracy 
I h","xercise a part of the people a","787, villable and the contrary","he provinces of the people whi","and the same people without an","Quakers who conduct the princi",": The same country in the Unit","Representatives of the United ","
the present day the same posi","York the power of the people i","Constitution of the United Sta","North of the Union was the cas","/pposed that the present day t",". The present day it is the sa","000 square miles of articles w","
the consequence of the people","9, in the United States the co","g the most powerful influence ","0, the same period the constit","]

[Footnote j: If an individu","[Footnote r: The consequence o","'s ""Commentaries, and the same","% of the same result of the pe","! The same state of things to ","(States of the Union are the s","90 the present day the present","s of the United States the pre","on of the Union is a distinct ","]

[Footnote c: It was the com","Government is not always the c","*y

[Footnote i: The principle","vernment which is the common i","When the constitution of the U","les of the press is not always","3,900,000 inhenbergetulaties i","States are the consequence of ","XVIII: Future Condition Of Thr","(See the Mississippi seems to ","; and they are all institution","He had been consequently as in","ut the property of the people ","ke the sovereignty of the Unit","Constitution of the United Sta","--The property of the people a","$1,000 miles an aristocracy to","% of the control of the people","possessed the same proportion ","When the Americans have render","be more prominent and more per","ut the present day the people ","French and the press its own a","pon the same results of the pe","You with the provincial govern","be a second of the States whic","American Union are the conduct","Many of the United States are ","Virginia in the United States ","in the provincial government w"," the social condition of the S","? It is impossible to contest ","on of the Union is a secure th","just the same interests are no",". It is therefore not been all","[Footnote s: In 1831 $200,000 ","650, and the same remarks and ","Democracy of the United States","When the Americans have alread","Massachusetts the most powerfu","﻿The Majority of the United St","500 generations the same cause","and the principle of the princ","d the constitution of the peop","1833.]

[Footnote a: [The firs","The political consequences of ","Laws of Massachusetts, vol. i.","y the constitution of the Unit","Democracy in America the count",". The political consequences o","e the present day, the princip","present time the consequences ","'s ""History of Virginia, the c","9, the population of the Unite","xtend the consequence of the p","? The consequences of the peop","The Americans have always been","XVIII: Future Condition Of The","Americans are the common to th",": and the constitutions of the","! The first of the Union is al","Revolution the same property a","Footnote b: The same proportio","789 were the constitution of t","XI: By the constitution of the","le to the same courts of justi",") that the present time the Am",". The principal causes of the ","King of France and the conditi","Americans are not the same tim","Quaked the power of the people","e the country which is the com","4, 1799, some of the principle","You must never be disposed to ","d the same people without a si","Many of the United States are ","s and the present day it is th","Europeans of the Union is the ","The Americans have a constitut","He had the same time to the sa",". The principle of the princip","the confederations of the Unio","1833 where the American Union ","--The same result to the same ","York in the contrary, the cons","Many of the State of New York ","% of the same causes of the co","2,000 inhabitants to the same ","Laws of the United States are "
"0.0","0.409375","0.478125","0.5411458333333333","0.5640625","0.5765625","0.5901041666666667","0.584375","0.5848958333333333","0.6067708333333334","0.6020833333333333","0.6416666666666667","0.6125","0.6041666666666666","0.6276041666666666","0.6098958333333333","0.63125","0.6114583333333333","0.6536458333333334","0.6401041666666667","0.6479166666666667","0.6375","0.6463541666666667","0.6614583333333334","0.6625","0.6541666666666667","0.6739583333333333","0.65625","0.6479166666666667","0.6546875","0.6567708333333333","0.6229166666666667","0.665625","0.6401041666666667","0.6515625","0.625","0.6515625","0.6442708333333333","0.6630208333333333","0.640625","0.6447916666666667","0.65625","0.646875","0.6541666666666667","0.6567708333333333","0.6505208333333333","0.6541666666666667","0.6557291666666667","0.6572916666666667","0.678125","0.653125","0.6552083333333333","0.6651041666666667","0.6541666666666667","0.6661458333333333","0.6385416666666667","0.6625","0.6619791666666667","0.6583333333333333","0.653125","0.65625","0.6583333333333333","0.6671875","0.6760416666666667","0.634375","0.6546875","0.6765625","0.6791666666666667","0.6786458333333333","0.6854166666666667","0.6682291666666667","0.6796875","0.6786458333333333","0.6614583333333334","0.6697916666666667","0.6604166666666667","0.6822916666666666","0.6755208333333333","0.6661458333333333","0.6635416666666667","0.6692708333333334","0.6598958333333333","0.6588541666666666","0.6682291666666667","0.671875","0.6848958333333334","0.6567708333333333","0.6713541666666667","0.6817708333333333","0.6854166666666667","0.6645833333333333","0.678125","0.6734375","0.6723958333333333","0.6807291666666667","0.6489583333333333","0.6765625","0.6697916666666667","0.6572916666666667","0.6848958333333334","0.6890625","0.6598958333333333","0.6578125","0.6927083333333334","0.6760416666666667","0.6697916666666667","0.6770833333333334","0.6572916666666667","0.6770833333333334","0.6671875","0.68125","0.6833333333333333","0.653125","0.6875","0.6833333333333333","0.6661458333333333","0.6510416666666666","0.7015625","0.6770833333333334","0.6739583333333333","0.6625","0.6614583333333334","0.6895833333333333","0.6645833333333333","0.6729166666666667","0.6682291666666667","0.6885416666666667","0.6822916666666666","0.6479166666666667","0.6848958333333334","0.6713541666666667","0.6578125","0.6734375","0.6546875","0.6604166666666667","0.690625","0.6817708333333333","0.6833333333333333","0.7010416666666667","0.6666666666666666","0.6661458333333333","0.665625","0.7005208333333334","0.6869791666666667","0.6557291666666667","0.675","0.6557291666666667","0.684375","0.6848958333333334","0.7072916666666667","0.6661458333333333","0.6572916666666667","0.6765625","0.6630208333333333","0.6588541666666666","0.6770833333333334","0.6677083333333333","0.6885416666666667","0.6739583333333333","0.6776041666666667","0.6739583333333333","0.6885416666666667","0.6697916666666667","0.6619791666666667","0.696875","0.6677083333333333","0.6817708333333333","0.6713541666666667","0.6598958333333333","0.6755208333333333","0.675","0.6619791666666667","0.6755208333333333","0.6770833333333334","0.678125","0.6729166666666667","0.6875","0.6791666666666667","0.6833333333333333","0.6833333333333333","0.6760416666666667","0.6770833333333334","0.678125","0.6911458333333333","0.6807291666666667","0.68125","0.6833333333333333","0.6770833333333334","0.6770833333333334","0.69375","0.6817708333333333","0.6708333333333333","0.6802083333333333","0.6598958333333333","0.6817708333333333","0.6703125","0.66875","0.6635416666666667","0.6848958333333334","0.6859375","0.665625","0.6729166666666667","0.6859375","0.6614583333333334","0.6625","0.6828125","0.6604166666666667","0.6854166666666667","0.6921875","0.6598958333333333","0.6765625","0.6838541666666667","0.696875","0.6770833333333334","0.6645833333333333","0.6895833333333333","0.6869791666666667","0.6713541666666667","0.6833333333333333","0.7005208333333334","0.6734375","0.6864583333333333","0.6713541666666667","0.6619791666666667","0.6984375","0.6947916666666667","0.6848958333333334","0.6739583333333333","0.6609375","0.6890625","0.6942708333333333","0.6598958333333333","0.659375","0.6817708333333333","0.6692708333333334","0.6739583333333333","0.684375","0.6848958333333334","0.6765625","0.6515625","0.6723958333333333","0.6723958333333333","0.68125","0.6760416666666667","0.6848958333333334","0.7057291666666666","0.6776041666666667","0.6791666666666667","0.6760416666666667","0.671875","0.696875","0.6786458333333333","0.7026041666666667","0.6984375","0.6625","0.6822916666666666","0.6838541666666667","0.6875","0.6734375","0.6984375","0.6729166666666667","0.6911458333333333","0.6859375","0.6973958333333333","0.6552083333333333","0.675","0.69375","0.6614583333333334","0.6869791666666667","0.6557291666666667","0.6760416666666667","0.6984375","0.69375","0.6739583333333333","0.6697916666666667","0.6661458333333333","0.6723958333333333","0.6755208333333333","0.66875","0.6723958333333333","0.6739583333333333","0.6666666666666666","0.6708333333333333","0.6911458333333333","0.6875","0.6859375","0.6791666666666667","0.6541666666666667","0.6625","0.6729166666666667","0.6729166666666667","0.6786458333333333","0.6671875","0.6833333333333333","0.6630208333333333","0.6791666666666667","0.6828125","0.6828125","0.6932291666666667","0.6802083333333333","0.6796875","0.6791666666666667","0.6630208333333333","0.6796875","0.6796875","0.6817708333333333","0.6828125","0.684375","0.6755208333333333","0.6729166666666667","0.6744791666666666","0.69375","0.678125","0.6786458333333333","0.6640625","0.7005208333333334","0.6671875","0.6682291666666667","0.6609375","0.6864583333333333","0.6802083333333333","0.6885416666666667","0.6822916666666666","0.6723958333333333","0.6666666666666666","0.665625","0.6828125","0.6692708333333334","0.6661458333333333","0.6546875","0.690625","0.6911458333333333","0.6671875","0.6901041666666666","0.7","0.6791666666666667","0.671875","0.6911458333333333","0.684375","0.6875","0.6765625","0.6619791666666667","0.6651041666666667","0.6796875","0.66875","0.6609375","0.675","0.696875","0.7","0.6552083333333333","0.671875","0.6927083333333334","0.6713541666666667","0.66875","0.6880208333333333","0.6901041666666666","0.6760416666666667","0.68125","0.6802083333333333","0.6697916666666667","0.6786458333333333","0.6677083333333333","0.6552083333333333","0.6901041666666666","0.6885416666666667","0.6791666666666667","0.6973958333333333","0.6682291666666667","0.6916666666666667","0.6838541666666667","0.6895833333333333","0.6697916666666667","0.6755208333333333","0.6958333333333333","0.7015625","0.65625","0.6765625","0.6796875","0.696875","0.659375","0.6640625","0.6875","0.6692708333333334","0.7109375","0.6942708333333333","0.6854166666666667","0.65625","0.675","0.6723958333333333","0.6864583333333333","0.6692708333333334","0.7005208333333334","0.6661458333333333","0.6765625","0.6921875","0.68125","0.6729166666666667","0.6755208333333333","0.7026041666666667","0.6807291666666667","0.6776041666666667","0.6848958333333334","0.6817708333333333","0.66875","0.6822916666666666","0.6713541666666667","0.6604166666666667","0.6760416666666667","0.6947916666666667","0.6994791666666667","0.6885416666666667","0.6807291666666667","0.6708333333333333","0.6692708333333334","0.6895833333333333","0.6677083333333333","0.6895833333333333","0.6671875","0.6671875","0.6770833333333334","0.7072916666666667","0.6875","0.69375","0.6734375","0.6895833333333333","0.690625","0.684375","0.6822916666666666","0.6760416666666667","0.6927083333333334","0.7","0.6692708333333334","0.6791666666666667","0.6869791666666667","0.6947916666666667","0.6739583333333333","0.6807291666666667","0.6911458333333333","0.6723958333333333","0.6640625","0.6817708333333333","0.6755208333333333","0.6723958333333333","0.703125","0.6708333333333333","0.6942708333333333","0.684375","0.6875","0.6723958333333333"
"4.405980587005615","2.019066572189331","1.8487753868103027","1.6208971738815308","1.4961010217666626","1.42716383934021","1.40631103515625","1.4006867408752441","1.3594039678573608","1.2868797779083252","1.2994593381881714","1.1930800676345825","1.32631516456604","1.286299228668213","1.2277346849441528","1.2600829601287842","1.197515845298767","1.2486203908920288","1.1285934448242188","1.1573129892349243","1.1860357522964478","1.175832986831665","1.1510168313980103","1.1343368291854858","1.146902084350586","1.131862998008728","1.0644352436065674","1.144468903541565","1.1599562168121338","1.1443113088607788","1.0886014699935913","1.2268697023391724","1.1013926267623901","1.1735478639602661","1.108238935470581","1.1906534433364868","1.130469560623169","1.1379982233047485","1.0717663764953613","1.16386878490448","1.1334034204483032","1.1207324266433716","1.1398088932037354","1.1529468297958374","1.089545726776123","1.0908864736557007","1.1230121850967407","1.1388894319534302","1.0740069150924683","1.0554203987121582","1.1406844854354858","1.1160187721252441","1.1010640859603882","1.1067733764648438","1.0704028606414795","1.1634680032730103","1.1015734672546387","1.1210474967956543","1.08599853515625","1.0933253765106201","1.1318707466125488","1.068339467048645","1.0674471855163574","1.0601580142974854","1.1591790914535522","1.1203734874725342","1.0559561252593994","1.054741621017456","1.0435280799865723","1.02240788936615","1.1110881567001343","1.0631937980651855","1.0155690908432007","1.1098103523254395","1.0952216386795044","1.1010290384292603","1.0447475910186768","1.0397557020187378","1.048976182937622","1.0654510259628296","1.1063493490219116","1.0838038921356201","1.107217788696289","1.0813854932785034","1.0697550773620605","1.031003713607788","1.118761420249939","1.054503321647644","1.0400147438049316","1.0158121585845947","1.0490883588790894","1.029497504234314","1.045853853225708","1.070928692817688","1.0523176193237305","1.090216875076294","1.0614265203475952","1.0826109647750854","1.070319652557373","1.0230755805969238","1.033109188079834","1.1045798063278198","1.0968496799468994","1.0023589134216309","1.0467455387115479","1.0750927925109863","1.027508020401001","1.0941252708435059","1.0595405101776123","1.0672513246536255","1.0308387279510498","1.037763237953186","1.12062406539917","1.0270189046859741","1.046758770942688","1.0914552211761475","1.1531671285629272","0.9767538905143738","1.0427573919296265","1.0820047855377197","1.084938406944275","1.0755374431610107","1.0023155212402344","1.1067959070205688","1.0648194551467896","1.089673638343811","1.0102989673614502","1.0463098287582397","1.111613392829895","1.0059298276901245","1.0522730350494385","1.1000553369522095","1.0661810636520386","1.103087306022644","1.0445876121520996","1.0129916667938232","1.0008389949798584","1.0260707139968872","0.9684467315673828","1.025842547416687","1.0784343481063843","1.0481609106063843","0.9809294939041138","1.0149235725402832","1.108483076095581","1.0585803985595703","1.0902931690216064","1.0250229835510254","1.0308400392532349","0.9692085981369019","1.0545097589492798","1.0740150213241577","1.0246994495391846","1.0880619287490845","1.0985389947891235","1.0263473987579346","1.0574641227722168","1.0081697702407837","1.0155762434005737","1.0231245756149292","1.05269455909729","1.0298187732696533","1.0426349639892578","1.0725834369659424","0.9989036321640015","1.0317251682281494","1.0241471529006958","1.0809863805770874","1.071320652961731","1.0106676816940308","1.03147554397583","1.1016422510147095","1.025879144668579","1.034720778465271","1.0424731969833374","1.0870356559753418","1.018028974533081","1.0259007215499878","1.014522671699524","1.0253671407699585","1.0419018268585205","1.0262020826339722","1.050676703453064","1.0280832052230835","1.0059971809387207","1.0248068571090698","1.0308313369750977","1.082039475440979","1.0355098247528076","0.995891273021698","1.0041402578353882","1.035962700843811","0.9944571256637573","1.0791817903518677","1.0075888633728027","1.0345827341079712","1.0805424451828003","1.043165683746338","1.013250470161438","1.006183385848999","1.0459229946136475","1.081641674041748","1.0374112129211426","1.0874937772750854","1.0726131200790405","1.039803385734558","1.097729206085205","1.0333348512649536","0.9927510023117065","1.0538820028305054","1.0398786067962646","1.0356754064559937","0.9976073503494263","1.044029951095581","1.0742008686065674","1.0019029378890991","0.9957044720649719","1.0404155254364014","1.0388542413711548","0.9687427282333374","1.0323225259780884","1.013529658317566","1.04578697681427","1.0793874263763428","0.993037760257721","1.013288974761963","1.0239098072052002","1.034608006477356","1.0772989988327026","0.9940805435180664","0.9938489198684692","1.0792814493179321","1.0492948293685913","1.0418593883514404","1.0477222204208374","1.027529001235962","1.0357255935668945","1.0267250537872314","1.0235031843185425","1.1097105741500854","1.0733190774917603","1.0267293453216553","1.031435251235962","1.0250378847122192","1.016814947128296","0.9784029722213745","1.031543254852295","1.0501357316970825","1.0467647314071655","1.0355629920959473","0.9945728778839111","1.0454697608947754","0.9852789044380188","0.9690665006637573","1.0531920194625854","1.023061990737915","1.0134896039962769","1.0041934251785278","1.0320085287094116","1.0024603605270386","1.058525800704956","1.036345362663269","1.0147372484207153","0.9931280016899109","1.0492357015609741","1.0272849798202515","0.9840020537376404","1.0786566734313965","1.0115454196929932","1.0787056684494019","1.0723605155944824","0.9703719019889832","1.0000689029693604","1.0628979206085205","1.0762299299240112","1.0680309534072876","1.0468167066574097","1.0468236207962036","1.0520282983779907","1.0002766847610474","1.0662646293640137","1.0496050119400024","1.0089932680130005","1.008679986000061","1.022180199623108","1.013024926185608","1.024507999420166","1.0727404356002808","1.0607320070266724","1.0168129205703735","1.0783092975616455","1.0831538438796997","1.0611851215362549","1.0208982229232788","1.0719294548034668","1.0459158420562744","1.0411181449890137","0.9947611093521118","1.0100055932998657","1.0491647720336914","1.0455735921859741","1.03467857837677","1.0683293342590332","1.0190469026565552","1.0233781337738037","1.0518447160720825","0.9953528642654419","1.0055835247039795","1.0310776233673096","1.0448064804077148","1.0550075769424438","0.997577965259552","1.0072580575942993","1.0518373250961304","1.0546414852142334","0.9673813581466675","1.055192470550537","1.0639511346817017","1.0516488552093506","1.0156038999557495","1.0189226865768433","0.9850884079933167","1.0308148860931396","1.0530518293380737","1.0365475416183472","1.0654547214508057","1.0118120908737183","1.0396796464920044","1.0643082857131958","1.1030640602111816","0.9721753597259521","1.0017274618148804","1.0427577495574951","1.0206154584884644","0.9643768668174744","1.023321270942688","1.0851205587387085","1.0155349969863892","0.9946133494377136","1.0330322980880737","1.0457229614257812","1.0541236400604248","1.0680477619171143","1.0190534591674805","1.0578186511993408","1.0612046718597412","1.0513900518417358","0.9890972971916199","0.9630504250526428","1.098463773727417","1.071494460105896","1.0151870250701904","1.023625373840332","1.0573354959487915","0.984814465045929","1.0098369121551514","1.0104717016220093","1.0248230695724487","1.0255119800567627","1.0888210535049438","1.0254857540130615","1.0422409772872925","1.0939381122589111","1.0202937126159668","1.001643419265747","1.047916293144226","0.9882184863090515","1.0418570041656494","0.9967758059501648","1.020228385925293","1.006851077079773","1.028347134590149","1.0409045219421387","0.9762140512466431","0.9788920283317566","1.0596164464950562","1.051742672920227","1.0450456142425537","1.017991304397583","1.0651017427444458","1.0451862812042236","1.0273127555847168","1.0680521726608276","0.9543229937553406","0.9879080653190613","0.9967041015625","1.0795722007751465","1.0197501182556152","1.0383632183074951","1.0229942798614502","1.0399221181869507","1.000052571296692","1.0558141469955444","1.0484403371810913","0.9863530993461609","1.0085550546646118","1.0267584323883057","0.9914708733558655","0.9843791723251343","1.0418369770050049","1.0453457832336426","1.0283558368682861","1.0584737062454224","1.0742571353912354","1.0348109006881714","1.0502678155899048","1.0400186777114868","1.0604580640792847","1.002063512802124","0.9803906679153442","0.9891290664672852","1.0273693799972534","1.0277104377746582","1.0369610786437988","0.9929695129394531","1.0767247676849365","0.9976962804794312","1.0573813915252686","1.0897269248962402","1.0100758075714111","0.9432128667831421","0.9953760504722595","0.997589647769928","1.0232776403427124","0.99129319190979","0.9984537959098816","0.9973284006118774","1.0514470338821411","1.05657160282135","0.9538295865058899","0.9732841849327087","1.0620120763778687","1.0199458599090576","1.0001932382583618","1.0063446760177612","1.0566309690475464","1.046668291091919","1.0111678838729858","1.0517828464508057","1.072771430015564","1.026396632194519","1.068154215812683","1.022587776184082","0.963857889175415","1.0306700468063354","1.007236361503601","1.0191563367843628","1.0192196369171143","1.0522087812423706"
