"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.743392066509216e-23","1.0920187627022535e-21","1.2484590941029531e-20","1.3878109322578798e-19","1.5037725810004704e-18","1.6329973005534033e-17","1.7684523279364733e-16","2.0196374073458943e-15","2.19988584911502e-14","2.412056014991504e-13","2.732004076091976e-12","3.0338322132283935e-11","3.400576764622798e-10","3.674097914796448e-09","4.251939245136782e-08","5.119825345900608e-07","5.610504103970015e-06","6.335143552860245e-05","0.0007205335423350334","0.007902713492512703","0.0874963030219078"
