"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99"
"1.5672979840930115e-17","2.0642163146085247e-17","2.7444650003898806e-17","3.641128949833485e-17","4.8072398700629704e-17","6.389272091535144e-17","8.478967885116017e-17","1.1234348857177515e-16","1.4814766389644303e-16","1.966307180665359e-16","2.6164352755806786e-16","3.4424787464020174e-16","4.581565212798252e-16","6.050814798820169e-16","8.008272999815783e-16","1.0613449884038471e-15","1.4085301350771104e-15","1.8675009726566022e-15","2.462152406463485e-15","3.2665605382295806e-15","4.31565615966671e-15","5.68266569258148e-15","7.506737168449986e-15","9.968227618665192e-15","1.3150826863031137e-14","1.7487422100670447e-14","2.329611147272679e-14","3.1033074737339336e-14","4.1368760495116494e-14","5.4725484126966206e-14","7.268798329082907e-14","9.606471027727784e-14","1.2668318271572693e-13","1.6815373963044444e-13","2.2271941235718629e-13","2.938596631654744e-13","3.87779787664258e-13","5.14669903917131e-13","6.813450628348483e-13","9.045338263125036e-13","1.2020484434216439e-12","1.5960608485895977e-12","2.1111523987316083e-12","2.789311099801739e-12","3.70276942787684e-12","4.935512935844155e-12","6.57923672139904e-12","8.767745210414013e-12","1.1601043042874792e-11","1.5380058338010372e-11","2.0340234704874227e-11","2.6985903095466668e-11","3.5954253463366115e-11","4.7957377652396715e-11","6.397963409066065e-11","8.498283327051936e-11","1.1213519002239991e-10","1.4886444854589342e-10","1.9798923611702435e-10","2.6333318858817734e-10","3.497817036013373e-10","4.6480191917552816e-10","6.171007038702214e-10","8.165311204955117e-10","1.081984835060723e-09","1.4400181047591332e-09","1.9144819063399154e-09","2.535330834163574e-09","3.378975099721515e-09","4.502031636377524e-09","6.006284358761604e-09","8.049513056107571e-09","1.0791495697048958e-08","1.4468857223448595e-08","1.9308361132175378e-08","2.5816820681257013e-08","3.450707808383413e-08","4.59728823898331e-08","6.142094832739531e-08","8.236403203909504e-08","1.1026975244021742e-07","1.4805857517785626e-07","1.9921237992548413e-07","2.682495789940731e-07","3.6119499213782547e-07","4.859726914219209e-07","6.566738193214405e-07","8.850490189615812e-07","1.1987818879788392e-06","1.6259577932942193e-06","2.200057224399643e-06","2.98466125059349e-06","4.056062152812956e-06","5.521165803656913e-06","7.509083843615372e-06","1.0233577086182777e-05","1.3970515283290297e-05","1.9041948689846322e-05","2.6027008061646484e-05","0.0010663106804713607"
